Author:text,cleanTitle:text,Co_Author:text,f10,Institution:text,isJointPaper:text,label:text,type:text,uri:url,change:text,changedItem:text,modified:text,,Year:text,,
"Hanes, Chris","The Liquidity Trap, The Supply of Reserves and US Interest Rates in the 1930s.",,,,,Hanes2000,Item,http://127.0.0.1/Hanes2000,,,no,,2000,,
"Hara, D.",Economic Motivation for Co-operative Marketing: Grain Mixing and Grading and the Canadian Wheat Pool of the 1920s,,,Carleton University,,Hara1987,Item,http://127.0.0.1/Hara1987,,,no,,1987,,
"Harley, C. Knick",Relationship Between Shipping and Shipbuilding in the North Atlantic in the 19th Century: A Model.,,,University of British Columbia,,Harley1970,Item,http://127.0.0.1/Harley1970,,,no,,1970,,
"Harley, C. Knick","World Grain Markets, Expansion of the Grain Frontier, and the Kuznets Cycle in the Late Nineteenth Century",,,University of British Columbia,,Harley1975,Item,http://127.0.0.1/Harley1975,,,no,,1975,,
"Harley, C. Knick",Western Railroad Competition and Temporal Concentration of Railroad Construction After The Civil War,,,University of Western Ontario,,Harley1981,Item,http://127.0.0.1/Harley1981,,,no,,1981,,
"Harley, C. Knick",International Capital Movements and the Gold Standard: British Domestic Investment and American Railroads in the 1880s,,,University of Western Ontario,,Harley1985,Item,http://127.0.0.1/Harley1985,,,no,,1985,,
"Harley, C. Knick","The North Atlantic Meat Trade and Its Institutional Consequences, 1870-1913.",,,University of Western Ontario,,Harley1999,Item,http://127.0.0.1/Harley1999,,,no,,1999,,
"Harley, C. Knick",19th Century Divergence: Europe and the US.,,,University of Western Ontario,,Harley2000,Item,http://127.0.0.1/Harley2000,,,no,,2000,,
"Harley, C. Knick",Twentieth Century Monetary Regimes in Canadian Perspective.,,,University of Western Ontario,,Harley2002,Item,http://127.0.0.1/Harley2002,,,no,,2002,,
"Harper-Fender, Alison","The Organization of the Hudson's Bay Company, 1821-1831",,,Gettysburg University,,Harper1987,Item,http://127.0.0.1/Harper1987,,,no,,1987,,
"Harris, Ron",Contractual Flexibility within the Common Law: Organizing Private Companies in Britain and the United States,,,Tel Aviv,,HarrisA2012,Item,,,,no,,2012,,
"Hatton, Tim",How Much Did Immigrant 'Quality' Decline in Late Nineteenth Century America.,,,University of Essex,,Hatton1997,Item,http://127.0.0.1/Hatton1997,,,no,,1997,,
"Haubrich, Joseph",Non-Monetary Effects of Financial Crises: Lessons from the Great Depression in Canada,,,University of Pennsylvania,,Haubrich1990,Item,http://127.0.0.1/Haubrich1990,,,no,,1990,,
"Hautcoeur, Pierre-Cyrille","Agency Costs, Information Assymetries and the Financing of French Firms on the Paris Stock Exchange, 1890-1936.",,,Rutgers University,,Hautcoeur1997,Item,http://127.0.0.1/Hautcoeur1997,,,no,,1997,,
"Hawkins, L.","The Role of the Canadian Chartered Banks in U.S.  Banking Crises, 1870-1910",,,Carleton University,,Hawkins1987,Item,http://127.0.0.1/Hawkins1987,,,no,,1987,,
"Head, Allan","Business Cycles, Employment Uncertainty and Capital Accumulation in Canada, 1870-1913.",,,Queen's University,,Head2002,Item,http://127.0.0.1/Head2002,,,no,,2002,,
"Hennessey, Michael",The Panel on the Economic Defence Questions and the Revival of the Hyde Park Agreement.,,,Royal Military College,,Hennessey1997,Item,http://127.0.0.1/Hennessey1997,,,no,,1997,,
"Hinton, Michael",Economic Welfare and the Reciprocity Treaty of 1854: An Estimate of the Province of Canada's Gains from Freer Trade,,,University of Toronto,,Hinton1981,Item,http://127.0.0.1/Hinton1981,,,no,,1981,,
"Hinton, Michael","National Policy and the Growth of the Cotton Textile Industry, 1879-1892",,,Concordia University,,Hinton1984,Item,http://127.0.0.1/Hinton1984,,,no,,1984,,
"Hinton, Michael",Cotton Lords in Pursuit of Monopoloy Rents,,,University of Toronto,,Hinton1985,Item,http://127.0.0.1/Hinton1985,,,no,,1985,,
"Hogan, Jacob","The Dollar Crisis and move towards Global Economic Convergence: The White House and the IMF, 1960-1976",,,University of Toronto,,HoganA2014,Item,,,,,,2014,,
"Holdsworth, Deryck",The Historical Atlas of Canada,,,University of Toronto,,Holdsworth1984,Item,http://127.0.0.1/Holdsworth1984,,,no,,1984,,
"Holmes, Gordon",Earliest estimates of trade flows on a balance of payments basis,,,McMaster University,,Holmes2006,Item,http://127.0.0.1/Holmes2006,,,no,,2006,,
"Holmes, Gordon","Canada’s International Accounts with Great Britain, the United States and the Rest of the World, 1868-1929: A Review of the Literature and New Estimates",,,McMaster University,,Holmes2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Hong, Robert","Pandora's Box and the Thin Edge of the Cultural Edge: Technological Adpatation and Accommodation in the Newfoundland Codfishery, 1870-1920.",,,,,Hong1999,Item,http://127.0.0.1/Hong1999,,,no,,1999,,
"Hong, Sok Chui","Survival in 19th Century Cities: The Larger the City, the Smaller Your Chances",,,University of Chicago,,Hong2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Horsewood, Nicholas",UK Demand for Money in the Great Depression: Did Cheap Money Result in Inflation?,,,University of Birmingham,,HorsewoodA2011,Item,http://127.0.0.1/HorsewoodA2011,,,no,,2011,,
"Huberman, Michael","The Determinants of Union Growth in Canada, 1900-1940",,,Trent University,,Huberman1987,Item,http://127.0.0.1/Huberman1987,,,no,,1987,,
"Huberman, Michael","What Did Unions Do? An Analysis of Canadian Strike Data, 1900-1914.",,,Trent University,,Huberman1994,Item,http://127.0.0.1/Huberman1994,,,no,,1994,,
"Huberman, Michael","Glory Days? Work Hours, Labour Market Regulation and Convergence in 19th Century Europe.",,,Université de Montréal,,Huberman1999,Item,http://127.0.0.1/Huberman1999,,,no,,1999,,
"Huberman, Michael",Hope Against Hope: Persistent Canadian Unions in the Interwar Years.,,,Université de Montréal,,Huberman2000,Item,http://127.0.0.1/Huberman2000,,,no,,2000,,
"Huberman, Michael",Working hours of the world unite?,,,Université de Montréal,,Huberman2003,Item,http://127.0.0.1/Huberman2003,,,no,,2003,,
"Huberman, Michael",International Competition in the First Wave of Globalisation: New Evidence on the Margins of Trade,,,Université de Montréal,,HubermanA2014,Item,,,,,,2014,,
"Huh, Sung",On the Application of the Edgeworth Hypothesis anout Reserves and Clearing Banks to the Development of Canadian Banking.,,,Carleton University,,Huh1994,Item,http://127.0.0.1/Huh1994,,,no,,1994,,
"Hutchinson, William",The Links between Immigration and Trade for the US 1870-1910.,,,Miami University of Ohio,,Hutchinson1997,Item,http://127.0.0.1/Hutchinson1997,,,no,,1997,,
"Hynes, William",Commodity Market Disintegration in the Interwar Period,,,Wadham College,,Hynes2009,Item,http://127.0.0.1/Hynes2009,,,no,,2009,,
"Igartua, Jose","Histoire Sociale des Travailleurs de l'Alcan au Saguenay, 1925-1940",,,Université du Québec a Montréal,,Igartua1987,Item,http://127.0.0.1/Igartua1987,,,no,,1987,,
"Igartua, Jose",The Economic History of 20th Century Quebec: Where Have All The Historians Gone?,,,Université du Québec a Montréal,,Igartua1999,Item,http://127.0.0.1/Igartua1999,,,no,,1999,,
"Inwood, Kris","Transportation and Other Protection: Canada and the Pattern of Freight Rates, 1870-1910",,,University of Toronto,,Inwood1984,Item,http://127.0.0.1/Inwood1984,,,no,,1984,,
"Inwood, Kris",Effective Transportation and Tariff Policy: The Case of the Canadian Iron Industry,,,University of Guelph,,Inwood1987,Item,http://127.0.0.1/Inwood1987,,,no,,1987,,
"Inwood, Kris",Canadian Interregional Income Differences in 1870.,,,University of Guelph,,Inwood1990,Item,http://127.0.0.1/Inwood1990,,,no,,1990,,
"Inwood, Kris",The Manufacturing Sector in Canada 1870: A Computer-assisted Compilation of Census Manuscripts.,,,University of Guelph,,Inwood1992,Item,http://127.0.0.1/Inwood1992,,,no,,1992,,
"Inwood, Kris","The Representation of Industry in the Canadian Census, 1871-1891.",,,University of Guelph,,Inwood1994,Item,http://127.0.0.1/Inwood1994,,,no,,1994,,
"Inwood, Kris","Comparative Regional Development and Income Convergence: Canada, 1870-1890.",,,University of Guelph,,Inwood1995,Item,http://127.0.0.1/Inwood1995,,,no,,1995,,
"Inwood, Kris",The Survival of Handweaving in Canada c.1861: Who Made Cloth and Why?,,,University of Guelph,,Inwood1997,Item,http://127.0.0.1/Inwood1997,,,no,,1997,,
"Inwood, Kris",Industry in a Rural Society: Canada during the Late 19th Century.,,,University of Guelph,,Inwood1999,Item,http://127.0.0.1/Inwood1999,,,no,,1999,,
"Inwood, Kris",Emigration and the Canadian Economy 1870-1900: A Regional Perspective.,,,University of Guelph,,Inwood2000,Item,http://127.0.0.1/Inwood2000,,,no,,2000,,
"Inwood, Kris",Gender Differences in Pay and Productivity : Canadian Clothing Manufacturing in 1870.,,,University of Guelph,,Inwood2002,Item,http://127.0.0.1/Inwood2002,,,no,,2002,,
"Inwood, Kris",The Social Consequences of Legal Reform: Women and Property in a Canadian Community,,,University of Guelph,,Inwood2003,Item,http://127.0.0.1/Inwood2003,,,no,,2003,,
"Inwood, Kris",Anthropometric Indicators for Canada during the Nineteenth and Twentieth,,,University of Guelph,,Inwood2005,Item,http://127.0.0.1/Inwood2005,,,no,,2005,,
"Inwood, Kris","The impact of culture and institutions on performance: economic environments and manufacturing productivity in Canada, 1871",,,University of Guelph,,Inwood2006,Item,http://127.0.0.1/Inwood2006,,,no,,2006,,
"Inwood, Kris",Physical Well-Being in New Zealand since the 19th Century,,,University of Guelph,,Inwood2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Inwood, Kris",Industrial Development despite Parochial Technology: A Case Study from Late Nineteenth Century Canada,,,University of Guelph,,Inwood2009,Item,http://127.0.0.1/Inwood2009,,,no,,2009,,
"Inwood, Kris",Long-Run Changes in the Body Mass Index of Canadians,,,University of Guelph,,Inwood22009,Item,http://127.0.0.1/Inwood22009,,,no,,2009,,
"Inwood, Kris","Transport Costs, Trade Policy and Canadian Industrial Development: Iron and Steel in a Small Open Economy, 1870-1913",,,University of Guelph,,InwoodA2011,Item,http://127.0.0.1/InwoodA2011,,,no,,2011,,
"Inwood, Kris","Stayers and Leavers, Diggers and Canucks: The 1914-1918 War in Comparative Perspective",,,University of Guelph,,InwoodB2011,Item,http://127.0.0.1/InwoodB2011,,,no,,2011,,
"Inwood, Kris",Longitudinal Analysis of Adult Stature Inequality in a Settler Society: The Case of Canada,,,University of Guelph,,InwoodA2012,Item,,,,no,,2012,,
"Inwood, Kris","New Historical Samples and Linked Census Data for Canada, 1851-1912",,,University of Guelph,,InwoodA2014,Item,,,,,,2014,,
"Irwin, Jim",Canadian Interregional Income Differences in 1870.,,,Central Michigan University,,Irwin1990,Item,http://127.0.0.1/Irwin1990,,,no,,1990,,
"Irwin, Jim","Inter-regional Diffences in Economic Growth in Canada, 1870-1890.",,,Central Michigan University,,Irwin1992,Item,http://127.0.0.1/Irwin1992,,,no,,1992,,
"Irwin, Jim","Comparative Regional Development and Income Convergence: Canada, 1870-1890.",,,Central Michigan University,,Irwin1995,Item,http://127.0.0.1/Irwin1995,,,no,,1995,,
"Irwin, Jim",Emigration and the Canadian Economy 1870-1900: A Regional Perspective.,,,Central Michigan University,,Irwin2000,Item,http://127.0.0.1/Irwin2000,,,no,,2000,,
"Irwin, Jim",Gender Differences in Pay and Productivity : Canadian Clothing Manufacturing in 1870.,,,Central Michigan University,,Irwin2002,Item,http://127.0.0.1/Irwin2002,,,no,,2002,,
"Jacks, David",Populists v. Theorists: Futures Markets and the Volatility of Prices,,,Simon Fraser University,,Jacks2005,Item,http://127.0.0.1/Jacks2005,,,no,,2005,,
"Jacks, David","Trade Booms, Trade Busts and Trade Costs",,,San Francisco University,,Jacks2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Jacks, David",Commodity Market Disintegration in the Interwar Period,,,Simon Fraser University,,Jacks2009,Item,http://127.0.0.1/Jacks2009,,,no,,2009,,
"Jacks, David",Defying Gravity: The Re-Orientation of Canadian Trade in the Interwar Period,,,Simon Fraser University,,JacksA2011,Item,http://127.0.0.1/JacksA2011,,,no,,2011,,
"James, Kevin",The 1891 Census of Canada (Ontario) Project: An Overview,,,University of Guelph,,James2003,Item,http://127.0.0.1/James2003,,,no,,2003,,
"Jaremski, Matthew",The Evolution of Bank Supervision: Evidence from the US States,,,Colgate University,,JaremskiA2012,Item,,,,no,,2012,,
"Jaworski, Taylor","Market Structure, Ownership, and the Provision of Residential Electricity",,,Queen's University,,JaworskiA2014,Item,,,,,,2014,,
"Jestin, Warren","The Economic Development of Northeast Ontario, 1880-1950",,,Simon Fraser University,,Jestin1973,Item,http://127.0.0.1/Jestin1973,,,no,,1973,,
"Johnson, H. Thomas","The Urban Transformation and Economic Growth in Canada, 1851 - 1971",,,University of Western Ontario,,Johnson1973,Item,http://127.0.0.1/Johnson1973,,,no,,1973,,
"Johnston, J.G.",The Impact of the Proposed Reciprocity Agreement of 1911 on Canadian Incomes,,,University of British Columbia,,Johnston1981,Item,http://127.0.0.1/Johnston1981,,,no,,1981,,
"Jones, Charles",Silk Weaving in St. Catharines: Grouts in Canada.,,,University of Warwick,,Jones1997,Item,http://127.0.0.1/Jones1997,,,no,,1997,,
"Jonung, L.P.",The Common Development of Institutional Change as Measured by Income Velocity: A Century of Evidence from Indutrialized Countries.,,,Lund University,,Jonung1992,Item,http://127.0.0.1/Jonung1992,,,no,,1992,,
"Karakacili, Eona",Peasant Productivity and Economic Growth in England's Pre-Industrial Period.,,,,,Karakacili2000,Item,http://127.0.0.1/Karakacili2000,,,no,,2000,,
"Karakacili, Eona",Malthus and Pre-Industrial Development: A Case Study of the English Agrarian Labour Productivity Rates Before the Black Death,,,University of Western Ontario,,Karakacili2003,Item,http://127.0.0.1/Karakacili2003,,,no,,2003,,
"Karakacili, Eona",The Impact of the Black Death on Medieval English Agriculture,,,University of Western Ontario,,KarakiciliA2014,Item,,,,,,2014,,
"Keay, Ian","A Comparison of Total Factor Productivity Growth in US and Canadian Manufacturing Firms, 1910-90 (Research Report).",,,University of British Columbia,,Keay1997,Item,http://127.0.0.1/Keay1997,,,no,,1997,,
"Keay, Ian",Canadian Manufacturers' Performance: The Failure Hypothesis Reexamined.,,,Queen's University,,Keay1999,Item,http://127.0.0.1/Keay1999,,,no,,1999,,
"Keay, Ian","Average Cost, Output, returns to Scale and Elasticity: Canadian Manufacturers, 1907-1990.",,,Queen's University,,Keay2000,Item,http://127.0.0.1/Keay2000,,,no,,2000,,
"Keay, Ian","Productivity Comparisons: Manufacturing in Canada and the United States along the International Border, 1870/71.",,,Queen's University,,Keay2002,Item,http://127.0.0.1/Keay2002,,,no,,2002,,
"Keay, Ian",Enabling the Visible Hand: Organizational and Technological Innovations Following the Introduction of Skilled Female Labour,,,Queen's University,,Keay2003,Item,http://127.0.0.1/Keay2003,,,no,,2003,,
"Keay, Ian","The impact of culture and institutions on performance: economic environments and manufacturing productivity in Canada, 1871",,,Queen's University,,Keay2006,Item,http://127.0.0.1/Keay2006,,,no,,2006,,
"Keay, Ian",Industrial Development despite Parochial Technology: A Case Study from Late Nineteenth Century Canada,,,Queen's University,,Keay2009,Item,http://127.0.0.1/Keay2009,,,no,,2009,,
"Keay, Ian","Transport Costs, Trade Policy and Canadian Industrial Development: Iron and Steel in a Small Open Economy, 1870-1913",,,Queen's University,,KeayA2011,Item,http://127.0.0.1/KeayA2011,,,no,,2011,,
"Keay, Ian",The Impact of the Black Death on Medieval English Agriculture,,,Queen's University,,KeayA2014,Item,,,,,,2014,,
"Kennedy, Liam",'The Peoples Fuel': Turf in Ireland in the 19th and 20th Centuries,,,Queen's University-Belfast,,Kennedy2005,Item,http://127.0.0.1/Kennedy2005,,,no,,2005,,
"Khoudour-Casteras, David",Labor immobility and exchange rate regimes: an alternative explanation for the fall of the Interwar Gold Standard.,,,,,Khoudour2006,Item,http://127.0.0.1/Khoudour2006,,,no,,2006,,
"Kim, Sukkoo",Specialization and Regulation: The Rise of 'Professionals' and the Emergence of Occupational Licensing Regulation,,,Washington University,,Kim2003,Item,http://127.0.0.1/Kim2003,,,no,,2003,,
"Kippen, Rebecca",Morbidity and Mortality on Convict Voyages to 19th Century Australia,,,University of Melbourne,,KippenA2011,Item,http://127.0.0.1/KippenA2011,,,no,,2011,,
"Kitchens, Carl","Market Structure, Ownership, and the Provision of Residential Electricity",,,Florida State University,,KitchensA2014,Item,,,,,,2014,,
"Kleer, Richard",English war finance during the monetary crisis of 1695,,,University of Regina,,Kleer2003,Item,http://127.0.0.1/Kleer2003,,,no,,2003,,
"Kneebone, R.D.","Mostly Harmless: Socialists, Populists, Policies and the Economic Development of Alberta and",,,University of Calgary,,Kneebone2003,Item,http://127.0.0.1/Kneebone2003,,,no,,2003,,
"Kosack, Edward",Who Crossed the Border?  The Selection of Mexican Migrants in the Early Twentieth Century,,,University of Colorado,,KosackA2012,Item,,,,no,,2012,,
"Lamantagne, Louise","Aspects of Female Employment in Canadian Manufacturing, 1900-1930.",,,York University,,Lamantagne1989,Item,http://127.0.0.1/Lamantagne1989,,,no,,1989,,
"Lamoreaux, Naomi",Contractual Flexibility within the Common Law: Organizing Private Companies in Britain and the United States,,,Yale University,,LamoreauxA2012,Item,,,,no,,2012,,
"Lane, John",The Role of Gold in the Deflation of the Late 19th Century,,,Rutgers University,,Lane2005,Item,http://127.0.0.1/Lane2005,,,no,,2005,,
"LaTourette, J. E.","Trends in the Capital/Output Ratio: United States and Canada, 1926 - 65",,,SUNY at Binghampton,,LaTourette1968,Item,http://127.0.0.1/LaTourette1968,,,no,,1968,,
"Law, Mark T.",Specialization and Regulation: The Rise of 'Professionals' and the Emergence of Occupational Licensing Regulation,,,University of Vermont,,Law2003,Item,http://127.0.0.1/Law2003,,,no,,2003,,
"Law, Mark T.",Effects of Occupational Licensing Laws on Minorities: Evidence from the Progressive Era.,,,University of Vermont,,Law2006,Item,http://127.0.0.1/Law2006,,,no,,2006,,
"Lee, Wong","Decline in the Quit Rate in the 1920s: Slack labour demand vs Changes in employment relation, revisited",,,"University of Michigan, Ann Arbor",,Lee2009,Item,http://127.0.0.1/Lee2009,,,no,,2009,,
"Lee, Yoonseok",The Passage of the Uniform Small Loan Law,,,Yale University,,Lee2005,Item,http://127.0.0.1/Lee2005,,,no,,2005,,
"Lesser, Barry",A View of the Regional Impact of the National Tariff Policy in 1879,,,Dalhousie University,,Lesser1978,Item,http://127.0.0.1/Bertram1973,,,no,,1978,,
"Lew, Byron",Explaining the Rate of Adoption of Gasoline Tractors on the Canadian Prairies: The Impact of Wheat Prices.,,,University of Western Ontario,,Lew1997,Item,http://127.0.0.1/Lew1997,,,no,,1997,,
"Lew, Byron",The Diffusion of Tractors on the Canadian Prairies: The Threshold Model and the Problem of Uncertainty.,,,,,Lew1999,Item,http://127.0.0.1/Lew1999,,,no,,1999,,
"Lew, Byron",European Immigration to Canada during the 1920s: The Impact of US Quotas and Canadian Restrictions.,,,,,Lew2000,Item,http://127.0.0.1/Lew2000,,,no,,2000,,
"Lew, Byron","The Changing Structure of Women's Work and Its Rewards, Canada, 1911-1961.",,,Trent University,,Lew2002,Item,http://127.0.0.1/Lew2002,,,no,,2002,,
"Lew, Byron",Farm Mechanization on an Otherwise ‘Featureless Plain’: Tractor Adoption on the Northern Great Plains and Immigration Policy of the 1920s,,,Trent University,,Lew2008,Item,http://127.0.0.1/Lew2008,,,no,,2008,,
"Lew, Byron","Interprovincial Migration in Canada: 1901-1951, and Beyond",,,Trent University,,LewB2011,Item,http://127.0.0.1/LewB2011,,,no,,2011,,
"Lew, Byron","Canadian Emigration to the US, 1900-1930: Characterizing Movers and Stayers, and the Differential Impact of Immigration Policy on the Mobility of French and English Canadians",,,Trent University,,LewA2012,Item,,,,no,,2012,,
"Lewchuk, Wayne",Industrialization and Changes in Occupational Mortality.,,,McMaster University,,Lewchuk1989,Item,http://127.0.0.1/Lewchuk1989,,,no,,1989,,
"Lewchuk, Wayne","Glory Days? Work Hours, Labour Market Regulation and Convergence in 19th Century Europe.",,,McMaster University,,Lewchuk1999,Item,http://127.0.0.1/Lewchuk1999,,,no,,1999,,
"Lewis, Frank",Export Staples and Canadian Economic Growth,,,Queen's University,,Lewis1973,Item,http://127.0.0.1/Lewis1973,,,no,,1973,,
"Lewis, Frank",Explanining the Rate of Settlement of the Canadian Prairies,,,Queen's University,,Lewis1979,Item,http://127.0.0.1/Lewis1979,,,no,,1979,,
"Lewis, Frank","Beyond Relative Efficiency: A Broader Look at Agriculture in Lower Canada, 1851",,,Queen's University,,Lewis1981,Item,http://127.0.0.1/Lewis1981,,,no,,1981,,
"Lewis, Frank",Railroad Branch Lines and Canadian Prairie Settlement,,,Queen's University,,Lewis1982,Item,http://127.0.0.1/Lewis1982,,,no,,1982,,
"Lewis, Frank",Government Loan Guarantees and the Failure of the Canadian Northern Railway,,,Queen's University,,Lewis1985,Item,http://127.0.0.1/Lewis1985,,,no,,1985,,
"Lewis, Frank","Depletion in the Lands of the Hudson's Bay Company, 1700-1770.",,,Queen's University,,Lewis1990,Item,http://127.0.0.1/Lewis1990,,,no,,1990,,
"Lewis, Frank","The Creative Financing of an Unprofitable Enterprise: the Grand Trunk Railway of Canada, 1853-1920.",,,Queen's University,,Lewis1992,Item,http://127.0.0.1/Lewis1992,,,no,,1992,,
"Lewis, Frank","Strategic Pricing in the Fur Trade: The Hudson's Bay Company, 1700-1763.",,,Queen's University,,Lewis1994,Item,http://127.0.0.1/Lewis1994,,,no,,1994,,
"Lewis, Frank",International Financing of Canadian Railroads: The Role of Information.,,,Queen's University,,Lewis1995,Item,http://127.0.0.1/Lewis1995,,,no,,1995,,
"Lewis, Frank",Migration with Imperfect Capital Markets: Lessons from the Settlement of Upper Canada.,,,Queen's University,,Lewis1997,Item,http://127.0.0.1/Lewis1997,,,no,,1997,,
"Lewis, Frank",Indians and the Hudson's Bay Company Trade: Work Effort and the Consumption of European Commodities 1700-1770.,,,Queen's University,,Lewis1999,Item,http://127.0.0.1/Lewis1999,,,no,,1999,,
"Lewis, Frank",Nutrition and the Standard of Living of Native Americans and Europeans in the,,,Queen's University,,Lewis2005,Item,http://127.0.0.1/Lewis2005,,,no,,2005,,
"Lewis, Frank",The Costs of Transporting Slaves to the Caribbean: 1680-1730,,,Queen's University,,Lewis2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
"Lewis, Frank",The Characteristics of European Immigrants to Canada in the 1920s: A Cross-Country Comparison,,,Queen's University,,LewisF2011,Item,http://127.0.0.1/LewisF2011,,,no,,2011,,
"Lewis, Frank",Exchange among Native Americans and Europeans before 1800: Strategies and Interactions,,,Queen's University,,LewisA2012,Item,,,,no,,2012,,
"Lewis, Frank",Living on the Brink of Starvation: Native American Responses,,,Queen's University,,LewisA2014,Item,,,,,,2014,,
"Lewis, Josh",Electrification of the Household: Evidence from the US,,,University of Toronto,,LewisA2011,Item,http://127.0.0.1/LewisA2011,,,no,,2011,,
"Lewis, Josh",Rural Electrification and Economic Development,,,Université de Montréal,,LewisA2014,Item,,,,,,2014,,
"Libekap, Gary",The Determinants and Impact of Property Rights.,,,University of Arizona,,Libekap1995,Item,http://127.0.0.1/Libekap1995,,,no,,1995,,
"Litner, Anastasia",The Survival of Handweaving in Canada c.1861: Who Made Cloth and Why?,,,Memorial University of Newfoundland,,Litner1997,Item,http://127.0.0.1/Litner1997,,,no,,1997,,
"Lloyd, Chris",Settler Capitalism and the Experience of Australia's Industrialisation in Comparitive Perspective: The Future Benefits of Past Incompleteness?,,,University of New England,,Lloyd1997,Item,http://127.0.0.1/Lloyd1997,,,no,,1997,,
"Lo, Shih Tse",The introduction of electric technology and overall inventive activity during the Second Industrial Revolution.,,,,,Lo2006,Item,http://127.0.0.1/Lo2006,,,no,,2006,,
"Lovejoy, Paul","Credit, Transactions Costs and Slaving in Pre-Colonial West Africa.",,,York University,,Lovejoy1997,Item,http://127.0.0.1/Lovejoy1997,,,no,,1997,,
"MacDonald, Alexander",Nutrition and the Standard of Living of Native Americans and Europeans in the,,,University of British Columbia,,MacDonald2005,Item,http://127.0.0.1/MacDonald2005,,,no,,2005,,
"MacKinnon, Mary",Government Loan Guarantees and the Failure of the Canadian Northern Railway,,,Queen's University,,MacKinnon1985,Item,http://127.0.0.1/MacKinnon1985,,,no,,1985,,
"MacKinnon, Mary",Relief in the 1930's,,,Queen's University,,MacKinnon1989,Item,http://127.0.0.1/MacKinnon1989,,,no,,1989,,
"MacKinnon, Mary",Pensioners and the Canadian Pacific Railway,,,McGill University,,MacKinnon1992,Item,http://127.0.0.1/MacKinnon1992,,,no,,1992,,
"MacKinnon, Mary","Careers North and South: Railway Workers in Australia and Canada, 1885-1940.",,,McGill University,,MacKinnon1995,Item,http://127.0.0.1/MacKinnon1995,,,no,,1995,,
"MacKinnon, Mary",Acquisition of Human Capital and the Transition from School to Work: Montreal and Toronto in 1901.,,,McGill University,,MacKinnon1999,Item,http://127.0.0.1/MacKinnon1999,,,no,,1999,,
"MacKinnon, Mary",Family Neighbourhood and Schooling: Canadian Cities in 1901.,,,McGill University,,MacKinnon2000,Item,http://127.0.0.1/MacKinnon2000,,,no,,2000,,
"MacKinnon, Mary","Sorting Themselves Out? Canadian-born Workers in the United States and Western Canada, 1890-1910.",,,McGill University,,MacKinnon2002,Item,http://127.0.0.1/MacKinnon2002,,,no,,2002,,
"MacKinnon, Mary","The Cost of Doing Hard Time: A Penitentiary-based Price Index for Canada, 1883-1923",,,McGill University,,MacKinnon2003,Item,http://127.0.0.1/MacKinnon2003,,,no,,2003,,
"MacKinnon, Mary","Pulled Up While Held Back: Institutions, Family Background, and the Educational Attainment of Franco-Americans in New England",,,McGill University,,MacKinnon2005,Item,http://127.0.0.1/MacKinnon2005,,,no,,2005,,
"MacKinnon, Mary","Markets for Educated Labour in a Resource Economy: Teachers in British Columbia, 1900-1930.",,,McGill University,,MacKinnon2006,Item,http://127.0.0.1/MacKinnon2006,,,no,,2006,,
"MacKinnon, Mary","When did School Teaching Become a Career? Evidence from British Columbia, 1901-1941",,,McGill University,,MacKinnon2011,Item,http://127.0.0.1/MacKinnon2011,,,no,,2011,,
"MacKinnon, Robert","Intergovernmental Co-operation, Inland Transportation and the Domestic Economy of Mid-19th Century Eastern Canada.",,,Cariboo College,,MacKinnon1997,Item,http://127.0.0.1/MacKinnon1997,,,no,,1997,,
"Malo, Chantal",Agricultural Policy in Quebec from Confederation to the 1930's: Trying to Stop the 'Hemorrhage',,,HEC,,Malo1989,Item,http://127.0.0.1/Malo1989,,,no,,1989,,
"Marchildon, Greg","Mergers in Canadian Manufacturing Industry, 1885-1948: Searching for Causality.",,,Johns Hopkins University,,Marchildon1990,Item,http://127.0.0.1/Marchildon1990,,,no,,1990,,
"Marks, Mindy S.",Effects of Occupational Licensing Laws on Minorities: Evidence from the Progressive Era.,,,,,Marks2006,Item,http://127.0.0.1/Marks2006,,,no,,2006,,
"Marr, William L.","Farm Fertility in the Ottawa Valley, 1870",,,Wilfrid Laurier University,,Marr1989,Item,http://127.0.0.1/Marr1989,,,no,,1989,,
"Massey, Catherine",The Effect of Immigration Quotas on Immigrant Skill Composition: Evidence from the Frontier,,,University of Colorado,,MasseyA2011,Item,http://127.0.0.1/MasseyA2011,,,no,,2011,,
"Massey, Catherine",Standard of Living and Livestock Donation Programs in Developing Economies: Evidence from Native Alaskan Villages,,,University of Colorado,,MasseyA2012,Item,http://shawnday.com/cneh/pdfs/2012/masey.pdf,,,no,,2012,,
"Massicotte, D.","House Characteristics, Location, and Market: Determining Montreal Rental Costs, 1731-1825.",,,Université de Montréal,,Massicotte1992,Item,http://127.0.0.1/Massicotte1992,,,no,,1992,,
"Matheson, Jesse","Public Pensions and the Well-Being of Seniors in Canada: Comparing Means Tested and Universal Eligibility, 1921-1970",,,University of Calgary,,Matheson2008,Item,http://127.0.0.1/Bordo2000,,,no,,2008,,
