label,type,uri,author,yearDelivered,isJointPaper,cleanTitle,affiliation,coauthor,JSONRecord,cleanerTitle,primaryTitleFlag,authors,Co_Author2,Co_Author3,FlagThirdAuthor,relationType,relationWeight,surname
Harley1981,Item,http://127.0.0.1/Harley1981,"Harley, C. Knick",1981,No,Western Railroad Competition and Temporal Concentration of Railroad Construction After The Civil War,University of Western Ontario,,"{""Author"" : ""Harley, C. Knick"", ""Year"" : ""1981"",""label"" : ""Harley1981"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Harley1981"", ""cleanTitle"" : ""Western Railroad Competition and Temporal Concentration of Railroad Construction After The Civil War"", ""Institution"" : ""University of Western Ontario""},",Western Railroad Competition and Temporal Concentration of Railroad Construction After The Civil War,1,,,,No,,,Harley
Harley1985,Item,http://127.0.0.1/Harley1985,"Harley, C. Knick",1985,No,International Capital Movements and the Gold Standard: British Domestic Investment and American Railroads in the 1880s,University of Western Ontario,,"{""Author"" : ""Harley, C. Knick"", ""Year"" : ""1985"",""label"" : ""Harley1985"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Harley1985"", ""cleanTitle"" : ""International Capital Movements and the Gold Standard: British Domestic Investment and American Railroads in the 1880s"", ""Institution"" : ""University of Western Ontario""},",International Capital Movements and the Gold Standard: British Domestic Investment and American Railroads in the 1880s,1,,,,No,,,Harley
Harley1999,Item,http://127.0.0.1/Harley1999,"Harley, C. Knick",1999,No,"The North Atlantic Meat Trade and Its Institutional Consequences, 1870-1913",University of Western Ontario,,"{""Author"" : ""Harley, C. Knick"", ""Year"" : ""1999"",""label"" : ""Harley1999"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Harley1999"", ""cleanTitle"" : ""The North Atlantic Meat Trade and Its Institutional Consequences, 1870-1913"", ""Institution"" : ""University of Western Ontario""},","The North Atlantic Meat Trade and Its Institutional Consequences, 1870-1913",1,,,,No,,,Harley
Harley2000,Item,http://127.0.0.1/Harley2000,"Harley, C. Knick",2000,No,19th Century Divergence: Europe and the US.,University of Western Ontario,,"{""Author"" : ""Harley, C. Knick"", ""Year"" : ""2000"",""label"" : ""Harley2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Harley2000"", ""cleanTitle"" : ""19th Century Divergence: Europe and the US"", ""Institution"" : ""University of Western Ontario""},",19th Century Divergence: Europe and the US,1,,,,No,,,Harley
Harley2002,Item,http://127.0.0.1/Harley2002,"Harley, C. Knick",2002,No,Twentieth Century Monetary Regimes in Canadian Perspective.,University of Western Ontario,,"{""Author"" : ""Harley, C. Knick"", ""Year"" : ""2002"",""label"" : ""Harley2002"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Harley2002"", ""cleanTitle"" : ""Twentieth Century Monetary Regimes in Canadian Perspective"", ""Institution"" : ""University of Western Ontario""},",Twentieth Century Monetary Regimes in Canadian Perspective,1,,,,No,,,Harley
Harper1987,Item,http://127.0.0.1/Harper1987,"Harper-Fender, Alison",1987,No,"The Organization of the Hudson's Bay Company, 1821-1831",Gettysburg University,,"{""Author"" : ""Harper-Fender, Alison"", ""Year"" : ""1987"",""label"" : ""Harper1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Harper1987"", ""cleanTitle"" : ""The Organization of the Hudson's Bay Company, 1821-1831"", ""Institution"" : ""Gettysburg University""},","The Organization of the Hudson's Bay Company, 1821-1831",1,,,,No,,,Harper
HarrisA2012,Item,,"Harris, Ron",2012,Yes,Contractual Flexibility within the Common Law: Organizing Private Companies in Britain and the United States,Tel Aviv,"Lamoreaux, Naomi","{""Author"" : ""Harris, Ron"", ""Year"" : ""2012"",""label"" : ""HarrisA2012"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""Contractual Flexibility within the Common Law: Organizing Private Companies in Britain and the United States"", ""Institution"" : ""Tel Aviv""},",Contractual Flexibility within the Common Law: Organizing Private Companies in Britain and the United States,1,,"Lamoreaux, Naomi",,No,Undirected,1,Harris
Hatton1997,Item,http://127.0.0.1/Hatton1997,"Hatton, Tim",1997,No,How Much Did Immigrant 'Quality' Decline in Late Nineteenth Century America.,University of Essex,,"{""Author"" : ""Hatton, Tim"", ""Year"" : ""1997"",""label"" : ""Hatton1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Hatton1997"", ""cleanTitle"" : ""How Much Did Immigrant 'Quality' Decline in Late Nineteenth Century America"", ""Institution"" : ""University of Essex""},",How Much Did Immigrant 'Quality' Decline in Late Nineteenth Century America,1,,,,No,,,Hatton
Haubrich1990,Item,http://127.0.0.1/Haubrich1990,"Haubrich, Joseph",1990,No,Non-Monetary Effects of Financial Crises: Lessons from the Great Depression in Canada,University of Pennsylvania,,"{""Author"" : ""Haubrich, Joseph"", ""Year"" : ""1990"",""label"" : ""Haubrich1990"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Haubrich1990"", ""cleanTitle"" : ""Non-Monetary Effects of Financial Crises: Lessons from the Great Depression in Canada"", ""Institution"" : ""University of Pennsylvania""},",Non-Monetary Effects of Financial Crises: Lessons from the Great Depression in Canada,1,,,,No,,,Haubrich
Hautcoeur1997,Item,http://127.0.0.1/Hautcoeur1997,"Hautcoeur, Pierre-Cyrille",1997,No,"Agency Costs, Information Assymetries and the Financing of French Firms on the Paris Stock Exchange, 1890-1936",Rutgers University,,"{""Author"" : ""Hautcoeur, Pierre-Cyrille"", ""Year"" : ""1997"",""label"" : ""Hautcoeur1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Hautcoeur1997"", ""cleanTitle"" : ""Agency Costs, Information Assymetries and the Financing of French Firms on the Paris Stock Exchange, 1890-1936"", ""Institution"" : ""Rutgers University""},","Agency Costs, Information Assymetries and the Financing of French Firms on the Paris Stock Exchange, 1890-1936",1,,,,No,,,Hautcoeur
Hawkins1987,Item,http://127.0.0.1/Hawkins1987,"Hawkins, L.",1987,Yes,"The Role of the Canadian Chartered Banks in U.S.  Banking Crises, 1870-1910",Carleton University,"Schembri, L.","{""Author"" : ""Hawkins, L."", ""Year"" : ""1987"",""label"" : ""Hawkins1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Hawkins1987"", ""cleanTitle"" : ""The Role of the Canadian Chartered Banks in U.S.  Banking Crises, 1870-1910"", ""Institution"" : ""Carleton University""},","The Role of the Canadian Chartered Banks in U.S.  Banking Crises, 1870-1910",1,,"Schembri, L.",,No,Undirected,1,Hawkins
Head2002,Item,http://127.0.0.1/Head2002,"Head, Allan",2002,Yes,"Business Cycles, Employment Uncertainty and Capital Accumulation in Canada, 1870-1913.",Queen's University,"Wilson, Stuart","{""Author"" : ""Head, Allan"", ""Year"" : ""2002"",""label"" : ""Head2002"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Head2002"", ""cleanTitle"" : ""Business Cycles, Employment Uncertainty and Capital Accumulation in Canada, 1870-1913"", ""Institution"" : ""Queen's University""},","Business Cycles, Employment Uncertainty and Capital Accumulation in Canada, 1870-1913",1,,"Wilson, Stuart",,No,Undirected,1,Head
Hennessey1997,Item,http://127.0.0.1/Hennessey1997,"Hennessey, Michael",1997,No,The Panel on the Economic Defence Questions and the Revival of the Hyde Park Agreement,Royal Military College,,"{""Author"" : ""Hennessey, Michael"", ""Year"" : ""1997"",""label"" : ""Hennessey1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Hennessey1997"", ""cleanTitle"" : ""The Panel on the Economic Defence Questions and the Revival of the Hyde Park Agreement"", ""Institution"" : ""Royal Military College""},",The Panel on the Economic Defence Questions and the Revival of the Hyde Park Agreement,1,,,,No,,,Hennessey
Hinton1981,Item,http://127.0.0.1/Hinton1981,"Hinton, Michael",1981,No,Economic Welfare and the Reciprocity Treaty of 1854: An Estimate of the Province of Canada's Gains from Freer Trade,University of Toronto,,"{""Author"" : ""Hinton, Michael"", ""Year"" : ""1981"",""label"" : ""Hinton1981"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Hinton1981"", ""cleanTitle"" : ""Economic Welfare and the Reciprocity Treaty of 1854: An Estimate of the Province of Canada's Gains from Freer Trade"", ""Institution"" : ""University of Toronto""},",Economic Welfare and the Reciprocity Treaty of 1854: An Estimate of the Province of Canada's Gains from Freer Trade,1,,,,No,,,Hinton
Hinton1984,Item,http://127.0.0.1/Hinton1984,"Hinton, Michael",1984,No,"National Policy and the Growth of the Cotton Textile Industry, 1879-1892",Concordia University,,"{""Author"" : ""Hinton, Michael"", ""Year"" : ""1984"",""label"" : ""Hinton1984"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Hinton1984"", ""cleanTitle"" : ""National Policy and the Growth of the Cotton Textile Industry, 1879-1892"", ""Institution"" : ""Concordia University""},","National Policy and the Growth of the Cotton Textile Industry, 1879-1892",1,,,,No,,,Hinton
Hinton1985,Item,http://127.0.0.1/Hinton1985,"Hinton, Michael",1985,No,Cotton Lords in Pursuit of Monopoloy Rents,University of Toronto,,"{""Author"" : ""Hinton, Michael"", ""Year"" : ""1985"",""label"" : ""Hinton1985"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Hinton1985"", ""cleanTitle"" : ""Cotton Lords in Pursuit of Monopoloy Rents"", ""Institution"" : ""University of Toronto""},",Cotton Lords in Pursuit of Monopoloy Rents,1,,,,No,,,Hinton
HoganA2014,Item,,"Hogan, Jacob",2014,No,"The Dollar Crisis and the Move toward Global Economic Governance?: The White House and the International Monetary Fund, 1960-1976",University of Toronto,,"{""Author"" : ""Hogan, Jacob"", ""Year"" : ""2014"",""label"" : ""HoganA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""The Dollar Crisis and the Move toward Global Economic Governance?: The White House and the International Monetary Fund, 1960-1976"", ""Institution"" : ""University of Toronto""},","The Dollar Crisis and the Move toward Global Economic Governance?: The White House and the International Monetary Fund, 1960-1976",1,,,,No,,,Hogan
Holdsworth1984,Item,http://127.0.0.1/Holdsworth1984,"Holdsworth, Deryck",1984,No,The Historical Atlas of Canada,University of Toronto,,"{""Author"" : ""Holdsworth, Deryck"", ""Year"" : ""1984"",""label"" : ""Holdsworth1984"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Holdsworth1984"", ""cleanTitle"" : ""The Historical Atlas of Canada"", ""Institution"" : ""University of Toronto""},",The Historical Atlas of Canada,1,,,,No,,,Holdsworth
Holmes2006,Item,http://127.0.0.1/Holmes2006,"Holmes, Gordon",2006,No,Earliest estimates of trade flows on a balance of payments basis,McMaster University,,"{""Author"" : ""Holmes, Gordon"", ""Year"" : ""2006"",""label"" : ""Holmes2006"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Holmes2006"", ""cleanTitle"" : ""Earliest estimates of trade flows on a balance of payments basis"", ""Institution"" : ""McMaster University""},",Earliest estimates of trade flows on a balance of payments basis,1,,,,No,,,Holmes
Holmes2008,Item,http://127.0.0.1/Bordo2000,"Holmes, Gordon",2008,No,"Canada’s International Accounts with Great Britain, the United States and the Rest of the World, 1868-1929: A Review of the Literature and New Estimates",McMaster University,,"{""Author"" : ""Holmes, Gordon"", ""Year"" : ""2008"",""label"" : ""Holmes2008"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""Canada’s International Accounts with Great Britain, the United States and the Rest of the World, 1868-1929: A Review of the Literature and New Estimates"", ""Institution"" : ""McMaster University""},","Canada’s International Accounts with Great Britain, the United States and the Rest of the World, 1868-1929: A Review of the Literature and New Estimates",1,,,,No,,,Holmes
Hong1999,Item,http://127.0.0.1/Hong1999,"Hong, Robert",1999,No,"Pandora's Box and the Thin Edge of the Cultural Edge: Technological Adpatation and Accommodation in the Newfoundland Codfishery, 1870-1920.",,,"{""Author"" : ""Hong, Robert"", ""Year"" : ""1999"",""label"" : ""Hong1999"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Hong1999"", ""cleanTitle"" : ""Pandora's Box and the Thin Edge of the Cultural Edge: Technological Adpatation and Accommodation in the Newfoundland Codfishery, 1870-1920"", ""Institution"" : """"},","Pandora's Box and the Thin Edge of the Cultural Edge: Technological Adpatation and Accommodation in the Newfoundland Codfishery, 1870-1920",1,,,,No,,,Hong
Hong2008,Item,http://127.0.0.1/Bordo2000,"Hong, Sok Chui",2008,Yes,"Survival in 19th Century Cities: The Larger the City, the Smaller Your Chances",University of Chicago,"Cain, Louis P.","{""Author"" : ""Hong, Sok Chui"", ""Year"" : ""2008"",""label"" : ""Hong2008"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""Survival in 19th Century Cities: The Larger the City, the Smaller Your Chances"", ""Institution"" : ""University of Chicago""},","Survival in 19th Century Cities: The Larger the City, the Smaller Your Chances",,,"Cain, Louis P.",,No,,,Hong
HorsewoodA2011,Item,http://127.0.0.1/HorsewoodA2011,"Horsewood, Nicholas",2011,No,UK Demand for Money in the Great Depression: Did Cheap Money Result in Inflation?,University of Birmingham,,"{""Author"" : ""Horsewood, Nicholas"", ""Year"" : ""2011"",""label"" : ""HorsewoodA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/HorsewoodA2011"", ""cleanTitle"" : ""UK Demand for Money in the Great Depression: Did Cheap Money Result in Inflation?"", ""Institution"" : ""University of Birmingham""},",UK Demand for Money in the Great Depression: Did Cheap Money Result in Inflation?,1,,,,No,,,Horsewood
Huberman1987,Item,http://127.0.0.1/Huberman1987,"Huberman, Michael",1987,No,"The Determinants of Union Growth in Canada, 1900-1940",Trent University,,"{""Author"" : ""Huberman, Michael"", ""Year"" : ""1987"",""label"" : ""Huberman1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Huberman1987"", ""cleanTitle"" : ""The Determinants of Union Growth in Canada, 1900-1940"", ""Institution"" : ""Trent University""},","The Determinants of Union Growth in Canada, 1900-1940",1,,,,No,,,Huberman
Huberman1994,Item,http://127.0.0.1/Huberman1994,"Huberman, Michael",1994,Yes,"What Did Unions Do? An Analysis of Canadian Strike Data, 1900-1914",Trent University,"Younge, Denyse","{""Author"" : ""Huberman, Michael"", ""Year"" : ""1994"",""label"" : ""Huberman1994"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Huberman1994"", ""cleanTitle"" : ""What Did Unions Do? An Analysis of Canadian Strike Data, 1900-1914"", ""Institution"" : ""Trent University""},","What Did Unions Do? An Analysis of Canadian Strike Data, 1900-1914",1,,"Younge, Denyse",,No,Undirected,1,Huberman
Huberman1999,Item,http://127.0.0.1/Huberman1999,"Huberman, Michael",1999,Yes,"Glory Days? Work Hours, Labour Market Regulation and Convergence in 19th Century Europe.",Université de Montréal,"Lewchuk, Wayne","{""Author"" : ""Huberman, Michael"", ""Year"" : ""1999"",""label"" : ""Huberman1999"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Huberman1999"", ""cleanTitle"" : ""Glory Days? Work Hours, Labour Market Regulation and Convergence in 19th Century Europe"", ""Institution"" : ""Université de Montréal""},","Glory Days? Work Hours, Labour Market Regulation and Convergence in 19th Century Europe",1,,"Lewchuk, Wayne",,No,Undirected,1,Huberman
Huberman2000,Item,http://127.0.0.1/Huberman2000,"Huberman, Michael",2000,Yes,Hope Against Hope: Persistent Canadian Unions in the Interwar Years.,Université de Montréal,"Younge, Denyse","{""Author"" : ""Huberman, Michael"", ""Year"" : ""2000"",""label"" : ""Huberman2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Huberman2000"", ""cleanTitle"" : ""Hope Against Hope: Persistent Canadian Unions in the Interwar Years"", ""Institution"" : ""Université de Montréal""},",Hope Against Hope: Persistent Canadian Unions in the Interwar Years,1,,"Younge, Denyse",,No,Undirected,1,Huberman
Huberman2003,Item,http://127.0.0.1/Huberman2003,"Huberman, Michael",2003,No,Working hours of the world unite?,Université de Montréal,,"{""Author"" : ""Huberman, Michael"", ""Year"" : ""2003"",""label"" : ""Huberman2003"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Huberman2003"", ""cleanTitle"" : ""Working hours of the world unite?"", ""Institution"" : ""Université de Montréal""},",Working hours of the world unite?,1,,,,No,,,Huberman
HubermanA2014,Item,,"Huberman, Michael",2014,Yes,International Competition in the First Wave of Globalization: New Evidence on the Margins of Trade,Université de Montréal,"Betrán, Concepción","{""Author"" : ""Huberman, Michael"", ""Year"" : ""2014"",""label"" : ""HubermanA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""International Competition in the First Wave of Globalization: New Evidence on the Margins of Trade"", ""Institution"" : ""Université de Montréal""},",International Competition in the First Wave of Globalization: New Evidence on the Margins of Trade,,,"Betrán, Concepción",,No,,,Huberman
Huh1994,Item,http://127.0.0.1/Huh1994,"Huh, Sung",1994,Yes,On the Application of the Edgeworth Hypothesis anout Reserves and Clearing Banks to the Development of Canadian Banking,Carleton University,"Rymes, T.K.","{""Author"" : ""Huh, Sung"", ""Year"" : ""1994"",""label"" : ""Huh1994"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Huh1994"", ""cleanTitle"" : ""On the Application of the Edgeworth Hypothesis anout Reserves and Clearing Banks to the Development of Canadian Banking"", ""Institution"" : ""Carleton University""},",On the Application of the Edgeworth Hypothesis anout Reserves and Clearing Banks to the Development of Canadian Banking,1,,"Rymes, T.K.",,No,Undirected,1,Huh
Hutchinson1997,Item,http://127.0.0.1/Hutchinson1997,"Hutchinson, William",1997,Yes,The Links between Immigration and Trade for the US 1870-1910,Miami University of Ohio,"Dunlevy, James","{""Author"" : ""Hutchinson, William"", ""Year"" : ""1997"",""label"" : ""Hutchinson1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Hutchinson1997"", ""cleanTitle"" : ""The Links between Immigration and Trade for the US 1870-1910"", ""Institution"" : ""Miami University of Ohio""},",The Links between Immigration and Trade for the US 1870-1910,,,"Dunlevy, James",,No,,,Hutchinson
Hynes2009,Item,http://127.0.0.1/Hynes2009,"Hynes, William",2009,Yes,Commodity Market Disintegration in the Interwar Period,Wadham College,"O'Rourke, Kevin;Jacks, David","{""Author"" : ""Hynes, William"", ""Year"" : ""2009"",""label"" : ""Hynes2009"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Hynes2009"", ""cleanTitle"" : ""Commodity Market Disintegration in the Interwar Period"", ""Institution"" : ""Wadham College""},",Commodity Market Disintegration in the Interwar Period,1,,"Jacks, David","O'Rourke, Kevin",Yes,,,Hynes
Igartua1987,Item,http://127.0.0.1/Igartua1987,"Igartua, Jose",1987,No,"Histoire Sociale des Travailleurs de l'Alcan au Saguenay, 1925-1940",Université du Québec a Montréal,,"{""Author"" : ""Igartua, Jose"", ""Year"" : ""1987"",""label"" : ""Igartua1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Igartua1987"", ""cleanTitle"" : ""Histoire Sociale des Travailleurs de l'Alcan au Saguenay, 1925-1940"", ""Institution"" : ""Université du Québec a Montréal""},","Histoire Sociale des Travailleurs de l'Alcan au Saguenay, 1925-1940",1,,,,No,,,Igartua
Igartua1999,Item,http://127.0.0.1/Igartua1999,"Igartua, Jose",1999,No,The Economic History of 20th Century Quebec: Where Have All The Historians Gone?,Université du Québec a Montréal,,"{""Author"" : ""Igartua, Jose"", ""Year"" : ""1999"",""label"" : ""Igartua1999"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Igartua1999"", ""cleanTitle"" : ""The Economic History of 20th Century Quebec: Where Have All The Historians Gone?"", ""Institution"" : ""Université du Québec a Montréal""},",The Economic History of 20th Century Quebec: Where Have All The Historians Gone?,1,,,,No,,,Igartua
Inwood1984,Item,http://127.0.0.1/Inwood1984,"Inwood, Kris",1984,No,"Transportation and Other Protection: Canada and the Pattern of Freight Rates, 1870-1910",University of Toronto,,"{""Author"" : ""Inwood, Kris"", ""Year"" : ""1984"",""label"" : ""Inwood1984"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood1984"", ""cleanTitle"" : ""Transportation and Other Protection: Canada and the Pattern of Freight Rates, 1870-1910"", ""Institution"" : ""University of Toronto""},","Transportation and Other Protection: Canada and the Pattern of Freight Rates, 1870-1910",1,,,,No,,,Inwood
Inwood1987,Item,http://127.0.0.1/Inwood1987,"Inwood, Kris",1987,No,Effective Transportation and Tariff Policy: The Case of the Canadian Iron Industry,University of Guelph,,"{""Author"" : ""Inwood, Kris"", ""Year"" : ""1987"",""label"" : ""Inwood1987"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood1987"", ""cleanTitle"" : ""Effective Transportation and Tariff Policy: The Case of the Canadian Iron Industry"", ""Institution"" : ""University of Guelph""},",Effective Transportation and Tariff Policy: The Case of the Canadian Iron Industry,1,,,,No,,,Inwood
Inwood1990,Item,http://127.0.0.1/Inwood1990,"Inwood, Kris",1990,Yes,Canadian Interregional Income Differences in 1870,University of Guelph,"Irwin, Jim","{""Author"" : ""Inwood, Kris"", ""Year"" : ""1990"",""label"" : ""Inwood1990"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood1990"", ""cleanTitle"" : ""Canadian Interregional Income Differences in 1870"", ""Institution"" : ""University of Guelph""},",Canadian Interregional Income Differences in 1870,1,,"Irwin, Jim",,No,Undirected,1,Inwood
Inwood1992,Item,http://127.0.0.1/Inwood1992,"Inwood, Kris",1992,No,The Manufacturing Sector in Canada 1870: A Computer-assisted Compilation of Census Manuscripts,University of Guelph,,"{""Author"" : ""Inwood, Kris"", ""Year"" : ""1992"",""label"" : ""Inwood1992"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood1992"", ""cleanTitle"" : ""The Manufacturing Sector in Canada 1870: A Computer-assisted Compilation of Census Manuscripts"", ""Institution"" : ""University of Guelph""},",The Manufacturing Sector in Canada 1870: A Computer-assisted Compilation of Census Manuscripts,1,,,,No,,,Inwood
Inwood1994,Item,http://127.0.0.1/Inwood1994,"Inwood, Kris",1994,No,"The Representation of Industry in the Canadian Census, 1871-1891",University of Guelph,,"{""Author"" : ""Inwood, Kris"", ""Year"" : ""1994"",""label"" : ""Inwood1994"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood1994"", ""cleanTitle"" : ""The Representation of Industry in the Canadian Census, 1871-1891"", ""Institution"" : ""University of Guelph""},","The Representation of Industry in the Canadian Census, 1871-1891",1,,,,No,,,Inwood
Inwood1995,Item,http://127.0.0.1/Inwood1995,"Inwood, Kris",1995,Yes,"Comparative Regional Development and Income Convergence: Canada, 1870-1890",University of Guelph,"Irwin, Jim","{""Author"" : ""Inwood, Kris"", ""Year"" : ""1995"",""label"" : ""Inwood1995"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood1995"", ""cleanTitle"" : ""Comparative Regional Development and Income Convergence: Canada, 1870-1890"", ""Institution"" : ""University of Guelph""},","Comparative Regional Development and Income Convergence: Canada, 1870-1890",1,,"Irwin, Jim",,No,Undirected,1,Inwood
Inwood1997,Item,http://127.0.0.1/Inwood1997,"Inwood, Kris",1997,Yes,The Survival of Handweaving in Canada c.1861: Who Made Cloth and Why?,University of Guelph,"Litner, Anastasia","{""Author"" : ""Inwood, Kris"", ""Year"" : ""1997"",""label"" : ""Inwood1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood1997"", ""cleanTitle"" : ""The Survival of Handweaving in Canada c.1861: Who Made Cloth and Why?"", ""Institution"" : ""University of Guelph""},",The Survival of Handweaving in Canada c.1861: Who Made Cloth and Why?,1,,"Litner, Anastasia",,No,Undirected,1,Inwood
Inwood1999,Item,http://127.0.0.1/Inwood1999,"Inwood, Kris",1999,No,Industry in a Rural Society: Canada during the Late 19th Century.,University of Guelph,,"{""Author"" : ""Inwood, Kris"", ""Year"" : ""1999"",""label"" : ""Inwood1999"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood1999"", ""cleanTitle"" : ""Industry in a Rural Society: Canada during the Late 19th Century"", ""Institution"" : ""University of Guelph""},",Industry in a Rural Society: Canada during the Late 19th Century,1,,,,No,,,Inwood
Inwood2000,Item,http://127.0.0.1/Inwood2000,"Inwood, Kris",2000,Yes,Emigration and the Canadian Economy 1870-1900: A Regional Perspective.,University of Guelph,"Irwin, Jim","{""Author"" : ""Inwood, Kris"", ""Year"" : ""2000"",""label"" : ""Inwood2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood2000"", ""cleanTitle"" : ""Emigration and the Canadian Economy 1870-1900: A Regional Perspective"", ""Institution"" : ""University of Guelph""},",Emigration and the Canadian Economy 1870-1900: A Regional Perspective,1,,"Irwin, Jim",,No,Undirected,1,Inwood
Inwood2002,Item,http://127.0.0.1/Inwood2002,"Inwood, Kris",2002,Yes,Gender Differences in Pay and Productivity : Canadian Clothing Manufacturing in 1870.,University of Guelph,"Irwin, Jim;McDevitt, C.","{""Author"" : ""Inwood, Kris"", ""Year"" : ""2002"",""label"" : ""Inwood2002"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood2002"", ""cleanTitle"" : ""Gender Differences in Pay and Productivity : Canadian Clothing Manufacturing in 1870"", ""Institution"" : ""University of Guelph""},",Gender Differences in Pay and Productivity : Canadian Clothing Manufacturing in 1870,1,,"McDevitt, C.","Irwin, Jim",Yes,,,Inwood
Inwood2003,Item,http://127.0.0.1/Inwood2003,"Inwood, Kris",2003,Yes,The Social Consequences of Legal Reform: Women and Property in a Canadian Community,University of Guelph,"VanSligtenhorst, Sarah","{""Author"" : ""Inwood, Kris"", ""Year"" : ""2003"",""label"" : ""Inwood2003"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood2003"", ""cleanTitle"" : ""The Social Consequences of Legal Reform: Women and Property in a Canadian Community"", ""Institution"" : ""University of Guelph""},",The Social Consequences of Legal Reform: Women and Property in a Canadian Community,1,,"VanSligtenhorst, Sarah",,No,Undirected,1,Inwood
Inwood2005,Item,http://127.0.0.1/Inwood2005,"Inwood, Kris",2005,Yes,Anthropometric Indicators for Canada during the Nineteenth and Twentieth,University of Guelph,"Cranfield, John","{""Author"" : ""Inwood, Kris"", ""Year"" : ""2005"",""label"" : ""Inwood2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood2005"", ""cleanTitle"" : ""Anthropometric Indicators for Canada during the Nineteenth and Twentieth"", ""Institution"" : ""University of Guelph""},",Anthropometric Indicators for Canada during the Nineteenth and Twentieth,,,"Cranfield, John",,No,,,Inwood
Inwood2006,Item,http://127.0.0.1/Inwood2006,"Inwood, Kris",2006,Yes,"The impact of culture and institutions on performance: economic environments and manufacturing productivity in Canada, 1871",University of Guelph,"Keay, Ian","{""Author"" : ""Inwood, Kris"", ""Year"" : ""2006"",""label"" : ""Inwood2006"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood2006"", ""cleanTitle"" : ""The impact of culture and institutions on performance: economic environments and manufacturing productivity in Canada, 1871"", ""Institution"" : ""University of Guelph""},","The impact of culture and institutions on performance: economic environments and manufacturing productivity in Canada, 1871",1,,"Keay, Ian",,No,Undirected,1,Inwood
Inwood2008,Item,http://127.0.0.1/Bordo2000,"Inwood, Kris",2008,Yes,Physical Well-Being in New Zealand since the 19th Century,University of Guelph,"Roberts, Evan;Oxley, Les","{""Author"" : ""Inwood, Kris"", ""Year"" : ""2008"",""label"" : ""Inwood2008"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""Physical Well-Being in New Zealand since the 19th Century"", ""Institution"" : ""University of Guelph""},",Physical Well-Being in New Zealand since the 19th Century,1,,"Oxley, Les","Roberts, Evan",Yes,,,Inwood
